"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","CITY","STRATA","GQ","PERNUM","PERWT","FAMSIZE","SEX","AGE","MARST","FERTYR","RACE","RACED","CITIZEN","SPEAKENG","HCOVANY","EDUC","EDUCD","EMPSTAT","EMPSTATD","FTOTINC"
2021,202101,795866,2021010000445,65.0,2021007958661,4630,130134,3,1,65.0,1,1,59,3,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,795910,2021010002100,83.0,2021007959101,4630,130134,3,1,83.0,1,1,25,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,795916,2021010002389,13.0,2021007959161,4630,130134,3,1,13.0,1,1,40,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,795943,2021010003684,77.0,2021007959431,4630,130134,3,1,77.0,1,1,55,2,0,8,845,0,3,2,6,64,3,30,9999999
2021,202101,795966,2021010004995,26.0,2021007959661,4630,130134,4,1,26.0,1,2,21,6,1,2,200,0,3,2,7,71,3,30,9999999
2021,202101,795973,2021010005426,88.0,2021007959731,4630,130134,3,1,88.0,1,1,42,2,0,1,100,0,3,2,6,63,3,30,9999999
2021,202101,796009,2021010007081,79.0,2021007960091,4630,130134,3,1,79.0,1,1,79,6,0,1,100,0,3,2,10,101,3,30,9999999
2021,202101,796021,2021010007618,99.0,2021007960211,4630,130234,4,1,99.0,1,1,19,6,0,1,100,0,3,2,6,65,3,30,9999999
2021,202101,796024,2021010007795,76.0,2021007960241,4630,130134,3,1,76.0,1,1,37,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,796033,2021010008182,50.0,2021007960331,4630,130134,4,1,50.0,1,2,18,6,1,6,610,0,3,2,7,71,3,30,9999999
2021,202101,796069,2021010009469,20.0,2021007960691,4630,130134,4,1,20.0,1,1,33,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,796076,2021010009572,112.0,2021007960761,4630,130134,4,1,112.0,1,1,21,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,796083,2021010009687,88.0,2021007960831,4630,130134,3,1,88.0,1,1,27,6,0,1,100,0,3,2,5,50,3,30,9999999
2021,202101,796104,2021010010872,86.0,2021007961041,4630,130234,4,1,86.0,1,2,23,6,1,2,200,0,3,2,10,101,3,30,9999999
2021,202101,796110,2021010011063,3.0,2021007961101,4630,130134,4,1,3.0,1,1,59,6,0,1,100,0,3,2,11,116,1,10,9999999
2021,202101,796117,2021010011350,32.0,2021007961171,4630,130134,3,1,32.0,1,1,37,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,796119,2021010011432,75.0,2021007961191,4630,130134,3,1,75.0,1,1,27,6,0,2,200,0,3,2,6,61,3,30,9999999
2021,202101,796152,2021010013469,23.0,2021007961521,4630,130134,4,1,23.0,1,1,57,6,0,2,200,0,3,2,6,63,2,20,9999999
2021,202101,796156,2021010013650,99.0,2021007961561,4630,130234,4,1,99.0,1,1,18,6,0,8,826,0,5,2,6,65,3,30,9999999
2021,202101,796223,2021010016459,134.0,2021007962231,4630,130134,4,1,134.0,1,1,70,6,0,1,100,0,3,2,0,2,3,30,9999999
2021,202101,796224,2021010016467,18.0,2021007962241,4630,130134,3,1,18.0,1,1,58,6,0,2,200,0,3,1,6,63,3,30,9999999
2021,202101,796260,2021010018167,32.0,2021007962601,4630,130134,3,1,32.0,1,1,32,6,0,2,200,0,3,1,5,50,3,30,9999999
2021,202101,796296,2021010019582,15.0,2021007962961,4630,130134,3,1,15.0,1,2,65,4,0,2,200,0,3,2,10,101,3,30,9999999
2021,202101,796333,2021010021530,2.0,2021007963331,4630,130234,3,1,2.0,1,1,49,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,796362,2021010022623,14.0,2021007963621,4630,130134,4,1,14.0,1,1,63,5,0,2,200,0,3,2,0,2,3,30,9999999
2021,202101,796372,2021010023147,41.0,2021007963721,4630,130134,3,1,41.0,1,2,54,6,0,1,100,0,3,2,6,63,3,30,9999999
2021,202101,796379,2021010023290,54.0,2021007963791,4630,130234,4,1,54.0,1,2,21,6,1,1,100,0,3,2,7,71,3,30,9999999
2021,202101,796396,2021010024034,68.0,2021007963961,4630,130134,3,1,68.0,1,1,28,6,0,1,100,0,3,2,6,64,3,30,9999999
2021,202101,796409,2021010024634,84.0,2021007964091,4630,130134,3,1,84.0,1,1,43,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,796412,2021010024751,55.0,2021007964121,4630,130134,3,1,55.0,1,1,30,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,796430,2021010025527,111.0,2021007964301,4630,130134,4,1,111.0,1,2,20,6,1,2,200,0,3,2,7,71,3,30,9999999
2021,202101,796433,2021010025621,85.0,2021007964331,4630,130134,3,1,85.0,1,1,21,6,0,2,200,0,3,2,3,30,3,30,9999999
2021,202101,796440,2021010025837,12.0,2021007964401,4630,130234,4,1,12.0,1,1,59,6,0,1,100,0,3,2,11,116,1,10,9999999
2021,202101,796441,2021010026042,203.0,2021007964411,4630,130234,4,1,203.0,1,1,21,6,0,8,826,0,6,2,6,63,3,30,9999999
2021,202101,796471,2021010027051,99.0,2021007964711,4630,130234,4,1,99.0,1,1,18,6,0,7,700,0,3,2,6,63,3,30,9999999
2021,202101,796503,2021010028239,32.0,2021007965031,4630,130134,4,1,32.0,1,1,22,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,796512,2021010028658,49.0,2021007965121,4630,130234,4,1,49.0,1,1,23,6,0,1,100,0,3,2,7,71,3,30,9999999
2021,202101,796546,2021010030344,29.0,2021007965461,4630,130134,3,1,29.0,1,1,56,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,796574,2021010031703,21.0,2021007965741,4630,130134,4,1,21.0,1,2,61,6,0,6,610,2,3,2,8,81,3,30,9999999
2021,202101,796582,2021010031919,30.0,2021007965821,4630,130134,4,1,30.0,1,2,21,6,1,2,200,0,3,2,7,71,3,30,9999999
2021,202101,796587,2021010032319,43.0,2021007965871,4630,130134,3,1,43.0,1,1,15,6,0,2,200,0,3,1,3,30,0,0,9999999
2021,202101,796618,2021010033729,76.0,2021007966181,4630,130134,3,1,76.0,1,1,25,6,0,8,826,0,3,2,6,63,3,30,9999999
2021,202101,796645,2021010034832,91.0,2021007966451,4630,130134,3,1,91.0,1,2,36,6,1,2,200,0,3,2,6,63,3,30,9999999
2021,202101,796659,2021010035622,212.0,2021007966591,4630,130234,4,1,212.0,1,2,20,6,1,1,100,0,3,2,7,71,1,10,9999999
2021,202101,796679,2021010036353,30.0,2021007966791,4630,130134,4,1,30.0,1,2,20,6,1,2,200,0,3,2,7,71,3,30,9999999
2021,202101,796682,2021010036463,77.0,2021007966821,4630,130134,3,1,77.0,1,1,62,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,796683,2021010036596,85.0,2021007966831,4630,130134,3,1,85.0,1,1,26,6,0,8,801,2,3,2,6,63,3,30,9999999
2021,202101,796726,2021010038202,13.0,2021007967261,4630,130234,3,1,13.0,1,1,28,6,0,1,100,0,3,1,6,65,3,30,9999999
2021,202101,796729,2021010038321,128.0,2021007967291,4630,130134,4,1,128.0,1,1,34,6,0,2,200,0,3,2,6,63,2,20,9999999
2021,202101,796738,2021010038502,99.0,2021007967381,4630,130134,3,1,99.0,1,1,46,6,0,1,100,3,5,2,5,50,3,30,9999999
2021,202101,796744,2021010038834,86.0,2021007967441,4630,130134,3,1,86.0,1,1,67,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,796750,2021010039448,58.0,2021007967501,4630,130134,3,1,58.0,1,1,28,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,796751,2021010039532,86.0,2021007967511,4630,130134,3,1,86.0,1,1,40,6,0,2,200,0,3,2,4,40,3,30,9999999
2021,202101,796761,2021010039958,85.0,2021007967611,4630,130134,4,1,85.0,1,1,21,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,796775,2021010040463,67.0,2021007967751,4630,130134,3,1,67.0,1,2,59,2,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,796797,2021010041405,11.0,2021007967971,4630,130134,3,1,11.0,1,1,38,2,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,796821,2021010041985,66.0,2021007968211,4630,130134,3,1,66.0,1,2,61,2,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,796828,2021010042295,30.0,2021007968281,4630,130134,3,1,30.0,1,1,22,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,796831,2021010042371,58.0,2021007968311,4630,130234,4,1,58.0,1,1,21,6,0,1,100,0,3,2,6,65,3,30,9999999
2021,202101,796851,2021010043257,9.0,2021007968511,4630,130234,3,1,9.0,1,1,32,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,796853,2021010043375,44.0,2021007968531,4630,130134,4,1,44.0,1,1,21,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,796871,2021010044023,18.0,2021007968711,4630,130134,4,1,18.0,1,1,21,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,796882,2021010044531,27.0,2021007968821,4630,130134,3,1,27.0,1,1,44,2,0,8,826,2,5,2,6,64,3,30,9999999
2021,202101,796897,2021010045286,23.0,2021007968971,4630,130134,4,1,23.0,1,1,34,6,0,2,200,0,3,2,6,63,2,20,9999999
2021,202101,796898,2021010045287,52.0,2021007968981,4630,130134,3,1,52.0,1,1,17,6,0,2,200,0,3,1,6,63,3,30,9999999
2021,202101,796918,2021010046293,3.0,2021007969181,4630,130234,3,1,3.0,1,1,42,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,796924,2021010046449,13.0,2021007969241,4630,130134,4,1,13.0,1,1,33,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,796942,2021010046979,58.0,2021007969421,4630,130234,4,1,58.0,1,1,23,6,0,2,200,0,3,2,10,101,3,30,9999999
2021,202101,796973,2021010049040,100.0,2021007969731,4630,130134,3,1,100.0,1,1,55,2,0,8,845,0,3,2,6,64,3,30,9999999
2021,202101,796978,2021010049210,26.0,2021007969781,4630,130134,3,1,26.0,1,1,40,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,796989,2021010049805,70.0,2021007969891,4630,130134,3,1,70.0,1,1,31,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,797000,2021010050278,42.0,2021007970001,4630,130134,3,1,42.0,1,1,78,4,0,2,200,0,3,2,4,40,3,30,9999999
2021,202101,797012,2021010050910,19.0,2021007970121,4630,130134,3,1,19.0,1,1,44,6,0,2,200,0,3,1,6,63,3,30,9999999
2021,202101,797023,2021010051387,59.0,2021007970231,4630,130134,3,1,59.0,1,1,67,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,797039,2021010052266,33.0,2021007970391,4630,130134,4,1,33.0,1,1,66,4,0,7,700,2,5,2,6,64,3,30,9999999
2021,202101,797054,2021010052848,17.0,2021007970541,4630,130134,3,1,17.0,1,1,86,5,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797068,2021010053254,83.0,2021007970681,4630,130134,3,1,83.0,1,1,43,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,797094,2021010054512,84.0,2021007970941,4630,130134,3,1,84.0,1,1,31,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,797096,2021010054572,99.0,2021007970961,4630,130134,4,1,99.0,1,1,33,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797099,2021010054744,103.0,2021007970991,4630,130134,3,1,103.0,1,1,20,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797108,2021010054980,64.0,2021007971081,4630,130134,3,1,64.0,1,1,52,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,797113,2021010055039,7.0,2021007971131,4630,130134,4,1,7.0,1,2,20,6,2,2,200,0,3,2,7,71,3,30,9999999
2021,202101,797123,2021010055404,70.0,2021007971231,4630,130134,3,1,70.0,1,1,69,6,0,8,826,0,5,2,5,50,3,30,9999999
2021,202101,797151,2021010056812,88.0,2021007971511,4630,130134,3,1,88.0,1,1,22,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,797152,2021010056843,85.0,2021007971521,4630,130134,3,1,85.0,1,1,50,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,797184,2021010058159,11.0,2021007971841,4630,130234,3,1,11.0,1,2,37,6,1,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797235,2021010060192,28.0,2021007972351,4630,130134,3,1,28.0,1,1,20,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,797274,2021010062015,101.0,2021007972741,4630,130134,3,1,101.0,1,1,19,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797275,2021010062021,173.0,2021007972751,4630,130234,4,1,173.0,1,1,31,6,0,1,100,3,4,2,11,115,1,10,9999999
2021,202101,797319,2021010064321,48.0,2021007973191,4630,130234,4,1,48.0,1,1,20,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,797329,2021010064846,132.0,2021007973291,4630,130234,4,1,132.0,1,1,17,6,0,1,100,0,3,2,6,65,3,30,9999999
2021,202101,797334,2021010065071,30.0,2021007973341,4630,130134,4,1,30.0,1,2,26,6,1,8,826,0,3,2,8,81,3,30,9999999
2021,202101,797341,2021010065236,22.0,2021007973411,4630,130134,3,1,22.0,1,1,39,3,0,8,826,0,4,2,6,64,3,30,9999999
2021,202101,797346,2021010065517,86.0,2021007973461,4630,130134,3,1,86.0,1,2,23,6,1,6,610,3,3,2,6,63,3,30,9999999
2021,202101,797361,2021010066161,3.0,2021007973611,4630,130234,3,1,3.0,1,1,37,2,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,797364,2021010066253,12.0,2021007973641,4630,130134,3,1,12.0,1,1,64,5,0,1,100,0,5,2,7,71,3,30,9999999
2021,202101,797370,2021010066449,2.0,2021007973701,4630,130234,3,1,2.0,1,1,34,6,0,2,200,0,3,2,6,61,3,30,9999999
2021,202101,797373,2021010066591,34.0,2021007973731,4630,130134,3,1,34.0,1,1,23,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797379,2021010067026,64.0,2021007973791,4630,130134,4,1,64.0,1,1,63,5,0,2,200,0,3,2,0,2,3,30,9999999
2021,202101,797380,2021010067027,25.0,2021007973801,4630,130134,4,1,25.0,1,2,19,6,1,2,200,0,3,2,7,71,3,30,9999999
2021,202101,797396,2021010067760,102.0,2021007973961,4630,130134,3,1,102.0,1,1,36,6,0,8,826,3,4,2,4,40,3,30,9999999
2021,202101,797397,2021010067803,100.0,2021007973971,4630,130134,3,1,100.0,1,2,65,3,0,8,845,3,5,2,6,63,3,30,9999999
2021,202101,797423,2021010069075,29.0,2021007974231,4630,130134,3,1,29.0,1,1,29,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797471,2021010071408,49.0,2021007974711,4630,130234,4,1,49.0,1,1,21,6,0,1,100,0,3,2,7,71,3,30,9999999
2021,202101,797507,2021010073468,101.0,2021007975071,4630,130134,3,1,101.0,1,1,21,6,0,2,200,0,3,2,3,30,3,30,9999999
2021,202101,797532,2021010074430,59.0,2021007975321,4630,130134,4,1,59.0,1,2,19,6,1,8,826,0,3,2,7,71,3,30,9999999
2021,202101,797539,2021010074905,76.0,2021007975391,4630,130134,3,1,76.0,1,1,25,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,797541,2021010074964,101.0,2021007975411,4630,130134,3,1,101.0,1,1,42,6,0,2,200,0,3,2,4,40,3,30,9999999
2021,202101,797542,2021010074998,68.0,2021007975421,4630,130134,3,1,68.0,1,1,36,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,797550,2021010075456,50.0,2021007975501,4630,130134,3,1,50.0,1,1,32,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,797556,2021010075596,4.0,2021007975561,4630,130234,3,1,4.0,1,1,53,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,797580,2021010076479,4.0,2021007975801,4630,130134,4,1,4.0,1,1,30,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797586,2021010076605,130.0,2021007975861,4630,130134,4,1,130.0,1,1,21,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,797650,2021010079716,105.0,2021007976501,4630,130134,3,1,105.0,1,2,45,6,1,2,200,0,3,2,5,50,3,30,9999999
2021,202101,797654,2021010079920,99.0,2021007976541,4630,130134,3,1,99.0,1,1,49,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,797678,2021010080871,85.0,2021007976781,4630,130134,3,1,85.0,1,1,23,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797680,2021010080920,13.0,2021007976801,4630,130134,3,1,13.0,1,1,45,6,0,1,100,0,3,2,6,64,3,30,9999999
2021,202101,797681,2021010081120,87.0,2021007976811,4630,130134,4,1,87.0,1,1,21,6,0,2,200,0,3,1,6,63,3,30,9999999
2021,202101,797682,2021010081163,77.0,2021007976821,4630,130134,3,1,77.0,1,1,18,6,0,2,200,0,3,1,6,63,3,30,9999999
2021,202101,797736,2021010083371,30.0,2021007977361,4630,130134,4,1,30.0,1,2,20,6,1,2,200,0,3,2,7,71,3,30,9999999
2021,202101,797744,2021010083772,84.0,2021007977441,4630,130134,3,1,84.0,1,1,31,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,797769,2021010085155,24.0,2021007977691,4630,130234,3,1,24.0,1,1,17,6,0,2,200,0,3,1,6,63,3,30,9999999
2021,202101,797772,2021010085285,53.0,2021007977721,4630,130134,3,1,53.0,1,1,52,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,797784,2021010085681,7.0,2021007977841,4630,130134,4,1,7.0,1,1,20,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,797789,2021010085832,17.0,2021007977891,4630,130134,4,1,17.0,1,1,21,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797807,2021010086800,79.0,2021007978071,4630,130134,3,1,79.0,1,1,78,6,0,8,826,0,4,2,6,63,3,30,9999999
2021,202101,797839,2021010088127,17.0,2021007978391,4630,130134,4,1,17.0,1,1,21,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797851,2021010088639,104.0,2021007978511,4630,130134,3,1,104.0,1,1,26,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797875,2021010089376,47.0,2021007978751,4630,130134,3,1,47.0,1,1,65,6,0,2,200,0,3,2,2,23,3,30,9999999
2021,202101,797886,2021010089838,15.0,2021007978861,4630,130234,4,1,15.0,1,2,20,6,2,2,200,0,3,2,7,71,3,30,9999999
2021,202101,797895,2021010090103,45.0,2021007978951,4630,130134,3,1,45.0,1,2,68,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,797898,2021010090250,71.0,2021007978981,4630,130134,3,1,71.0,1,1,65,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,797950,2021010091636,22.0,2021007979501,4630,130134,3,1,22.0,1,1,55,2,0,8,845,0,3,2,6,64,3,30,9999999
2021,202101,797988,2021010093587,91.0,2021007979881,4630,130234,4,1,91.0,1,1,18,6,0,6,669,0,3,2,7,71,3,30,9999999
2021,202101,797989,2021010093651,22.0,2021007979891,4630,130134,3,1,22.0,1,1,41,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,797997,2021010093889,15.0,2021007979971,4630,130134,3,1,15.0,1,1,29,6,0,2,200,0,3,1,5,50,3,30,9999999
2021,202101,797999,2021010094009,126.0,2021007979991,4630,130134,3,1,126.0,1,2,87,5,0,1,100,0,3,2,6,63,3,30,9999999
2021,202101,798000,2021010094050,27.0,2021007980001,4630,130134,3,1,27.0,1,1,33,2,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,798006,2021010094244,84.0,2021007980061,4630,130234,4,1,84.0,1,1,18,6,0,6,610,3,5,2,6,63,3,30,9999999
2021,202101,798008,2021010094510,100.0,2021007980081,4630,130134,3,1,100.0,1,1,35,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,798009,2021010094603,11.0,2021007980091,4630,130134,3,1,11.0,1,1,53,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,798028,2021010095812,166.0,2021007980281,4630,130234,4,1,166.0,1,1,20,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,798077,2021010097420,32.0,2021007980771,4630,130134,3,1,32.0,1,1,26,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,798082,2021010097723,90.0,2021007980821,4630,130134,3,1,90.0,1,1,43,2,0,8,826,2,5,2,6,64,3,30,9999999
2021,202101,798111,2021010099089,87.0,2021007981111,4630,130234,4,1,87.0,1,2,18,6,1,6,671,0,4,2,7,71,1,10,9999999
2021,202101,798167,2021010101737,64.0,2021007981671,4630,130134,3,1,64.0,1,1,28,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,798178,2021010102177,177.0,2021007981781,4630,130234,4,1,177.0,1,2,21,6,1,2,200,0,3,2,6,65,3,30,9999999
2021,202101,798192,2021010103113,63.0,2021007981921,4630,130234,3,1,63.0,1,2,66,6,0,2,200,0,3,2,2,23,3,30,9999999
2021,202101,798198,2021010103328,53.0,2021007981981,4630,130134,4,1,53.0,1,2,51,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,798210,2021010104033,64.0,2021007982101,4630,130134,3,1,64.0,1,1,63,6,0,1,100,0,3,2,7,71,3,30,9999999
2021,202101,798240,2021010105620,1.0,2021007982401,4630,130234,3,1,1.0,1,1,45,6,0,1,100,0,5,2,6,63,3,30,9999999
2021,202101,798246,2021010105989,13.0,2021007982461,4630,130134,3,1,13.0,1,2,78,6,0,1,100,0,5,2,3,30,3,30,9999999
2021,202101,798249,2021010106032,2.0,2021007982491,4630,130234,3,1,2.0,1,1,55,2,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,798250,2021010106035,84.0,2021007982501,4630,130234,4,1,84.0,1,1,21,6,0,8,826,0,4,2,6,63,1,10,9999999
2021,202101,798254,2021010106243,34.0,2021007982541,4630,130134,3,1,34.0,1,1,35,6,0,8,826,0,3,2,7,71,3,30,9999999
2021,202101,798272,2021010106939,64.0,2021007982721,4630,130134,3,1,64.0,1,1,46,6,0,1,100,0,3,2,6,64,3,30,9999999
2021,202101,798274,2021010107114,131.0,2021007982741,4630,130134,4,1,131.0,1,2,20,6,1,2,200,0,3,2,7,71,3,30,9999999
2021,202101,798276,2021010107154,31.0,2021007982761,4630,130134,4,1,31.0,1,2,21,6,1,2,200,0,3,2,7,71,3,30,9999999
2021,202101,798279,2021010107336,18.0,2021007982791,4630,130134,4,1,18.0,1,1,66,4,0,7,700,2,5,2,6,64,3,30,9999999
2021,202101,798310,2021010108636,14.0,2021007983101,4630,130234,3,1,14.0,1,2,32,6,1,2,200,0,3,2,6,63,3,30,9999999
2021,202101,798320,2021010108849,6.0,2021007983201,4630,130134,4,1,6.0,1,1,21,6,0,2,200,0,3,1,6,63,3,30,9999999
2021,202101,798340,2021010110166,90.0,2021007983401,4630,130234,4,1,90.0,1,2,27,6,1,1,100,0,3,2,10,101,3,30,9999999
2021,202101,798343,2021010110265,49.0,2021007983431,4630,130134,3,1,49.0,1,1,88,6,0,8,826,0,6,2,2,25,3,30,9999999
2021,202101,798353,2021010110522,49.0,2021007983531,4630,130234,4,1,49.0,1,1,19,6,0,6,610,0,3,2,7,71,3,30,9999999
2021,202101,798362,2021010110821,126.0,2021007983621,4630,130134,3,1,126.0,1,1,27,6,0,2,200,0,3,2,6,61,3,30,9999999
2021,202101,798371,2021010111404,36.0,2021007983711,4630,130134,3,1,36.0,1,1,23,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,798390,2021010112491,112.0,2021007983901,4630,130134,4,1,112.0,1,1,21,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,798398,2021010112848,12.0,2021007983981,4630,130134,4,1,12.0,1,1,19,6,0,2,200,0,3,2,6,63,3,30,9999999
2021,202101,798445,2021010115129,64.0,2021007984451,4630,130134,3,1,64.0,1,1,63,6,0,1,100,0,3,2,6,64,3,30,9999999
2021,202101,798446,2021010115136,83.0,2021007984461,4630,130234,4,1,83.0,1,1,22,6,0,1,100,0,3,2,10,101,3,30,9999999
2021,202101,798462,2021010115817,50.0,2021007984621,4630,130134,4,1,50.0,1,2,19,6,1,2,200,0,3,2,7,71,3,30,9999999
2021,202101,798479,2021010116965,102.0,2021007984791,4630,130134,3,1,102.0,1,1,25,6,0,2,200,0,3,2,4,40,3,30,9999999
2021,202101,798512,2021010118530,100.0,2021007985121,4630,130134,3,1,100.0,1,1,35,6,0,2,200,0,3,2,5,50,3,30,9999999
2021,202101,798514,2021010118615,70.0,2021007985141,4630,130234,4,1,70.0,1,1,23,6,0,1,100,0,3,2,10,101,3,30,9999999
2021,202101,798521,2021010118917,26.0,2021007985211,4630,130134,4,1,26.0,1,1,20,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,798530,2021010119410,44.0,2021007985301,4630,130134,3,1,44.0,1,1,17,6,0,2,200,0,3,1,5,50,3,30,9999999
2021,202101,798541,2021010120242,9.0,2021007985411,4630,130134,4,1,9.0,1,1,59,6,0,1,100,0,3,2,11,116,1,10,9999999
2021,202101,798546,2021010120681,34.0,2021007985461,4630,130134,4,1,34.0,1,1,29,6,0,1,100,0,3,2,7,71,3,30,9999999
2021,202101,798566,2021010121539,53.0,2021007985661,4630,130134,3,1,53.0,1,2,66,5,0,1,100,0,3,2,3,30,3,30,9999999
2021,202101,798600,2021010122707,15.0,2021007986001,4630,130134,3,1,15.0,1,1,50,6,0,2,200,0,3,1,6,63,3,30,9999999
2021,202101,798601,2021010122712,69.0,2021007986011,4630,130134,3,1,69.0,1,1,67,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,798606,2021010122971,92.0,2021007986061,4630,130134,4,1,92.0,1,1,66,4,0,7,700,2,5,2,6,64,3,30,9999999
2021,202101,798611,2021010123204,13.0,2021007986111,4630,130234,3,1,13.0,1,2,32,6,1,7,700,2,5,2,6,63,3,30,9999999
2021,202101,798623,2021010123946,14.0,2021007986231,4630,130134,4,1,14.0,1,1,36,6,0,1,100,0,3,2,6,63,3,30,9999999
2021,202101,798631,2021010124195,48.0,2021007986311,4630,130134,4,1,48.0,1,1,20,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,798641,2021010124525,12.0,2021007986411,4630,130134,4,1,12.0,1,1,50,6,0,2,200,0,3,2,0,2,3,30,9999999
2021,202101,798664,2021010125239,55.0,2021007986641,4630,130134,4,1,55.0,1,1,18,6,0,8,826,0,3,2,7,71,3,30,9999999
2021,202101,798676,2021010125751,59.0,2021007986761,4630,130134,3,1,59.0,1,1,37,6,0,2,200,0,3,2,6,64,3,30,9999999
2021,202101,798681,2021010125891,28.0,2021007986811,4630,130134,3,1,28.0,1,1,43,2,0,8,826,0,3,2,10,101,3,30,9999999
2021,202101,798693,2021010126402,49.0,2021007986931,4630,130134,3,1,49.0,1,1,37,6,0,2,200,0,3,2,7,71,3,30,9999999
2021,202101,798698,2021010126650,6.0,2021007986981,4630,130134,4,1,6.0,1,2,17,6,1,2,200,0,3,2,4,40,3,30,9999999
2021,202101,798706,2021010127064,12.0,2021007987061,4630,130134,4,1,12.0,1,1,20,6,0,7,700,0,5,2,0,2,3,30,9999999
2021,202101,798737,2021010128560,201.0,2021007987371,4630,130234,4,1,201.0,1,1,21,6,0,8,826,0,4,1,6,63,3,30,9999999
2021,202101,798738,2021010128669,103.0,2021007987381,4630,130134,3,1,103.0,1,1,60,4,0,1,100,0,3,2,7,71,3,30,9999999
2021,202101,798761,2021010129671,177.0,2021007987611,4630,130234,4,1,177.0,1,2,19,6,1,7,700,0,3,2,7,71,1,10,9999999
